app_id,entity,datatype,text
60_iQiYi,we,advertising identifier,"""This Privacy Policy of IQIYI (hereinafter referred to as \"" Policy \"") applies to Our Products and/or Services such as application IQIYI and website ( https://www.iq.com/ ) (hereinafter referred to as \"" IQIYI \"", \"" Our Services \"" or \"" Our Products and/or Services \"").""
""We will automatically collect your advertisement identifiers (ADID, GAID, PPID, and IDFA), IP address, and records about you watching advertisement or engaged in other advertisement interaction on our platform, and may also generate your Rampid, UID2, and other privacy protection identifiers using your telephone number or email, so as to display advertisements (including personalized advertisements) to you in Our Services."""
60_iQiYi,we,email address,"""For example, We may use your personal profile information (email, and telephone number) to send promotional emails and text messages about Our Services, new features, and promotional events, invite you to participate in our events, and distribute prizes/gifts from marketing events to you based on your event information .""
""For the purpose of managing our relationship with you and sending you the support messages related to Our Services (such as the start date of subscribing to our VIP membership service, reminder on expiration of VIP membership service, and reminder on security of account), We need to use your personal profile information (email, and mobile phone number) .""
""This Privacy Policy of IQIYI (hereinafter referred to as \"" Policy \"") applies to Our Products and/or Services such as application IQIYI and website ( https://www.iq.com/ ) (hereinafter referred to as \"" IQIYI \"", \"" Our Services \"" or \"" Our Products and/or Services \"").""
""We need to use your personal profile information (email, and telephone number), payment information, usage information, advertisement information, location information, and cookie information to maintain the security and reliability of Our Services, detect potential security technology risks, and prevent, monitor, and investigate into possible illegal activities."""
60_iQiYi,we,geographical location,"""In addition, We will automatically collect the information about sending/receiving time, location (inferred from the IP address), customer service representatives who communicate with you, and other descriptive attributes.""
""In addition, We will automatically collect the information about the time, location (inferred from the IP address), and other descriptive attributes of such comments.""
""This Privacy Policy of IQIYI (hereinafter referred to as \"" Policy \"") applies to Our Products and/or Services such as application IQIYI and website ( https://www.iq.com/ ) (hereinafter referred to as \"" IQIYI \"", \"" Our Services \"" or \"" Our Products and/or Services \"").""
""Visitor User: In case you use Our Services but have not become a registered user, We will still collect your usage information, advertisement information, device information, location information , and cookie information .""
""We need to use your personal profile information (email, and telephone number), payment information, usage information, advertisement information, location information, and cookie information to maintain the security and reliability of Our Services, detect potential security technology risks, and prevent, monitor, and investigate into possible illegal activities."""
60_iQiYi,we,phone number,"""For example, We may use your personal profile information (email, and telephone number) to send promotional emails and text messages about Our Services, new features, and promotional events, invite you to participate in our events, and distribute prizes/gifts from marketing events to you based on your event information .""
""For the purpose of managing our relationship with you and sending you the support messages related to Our Services (such as the start date of subscribing to our VIP membership service, reminder on expiration of VIP membership service, and reminder on security of account), We need to use your personal profile information (email, and mobile phone number) .""
""This Privacy Policy of IQIYI (hereinafter referred to as \"" Policy \"") applies to Our Products and/or Services such as application IQIYI and website ( https://www.iq.com/ ) (hereinafter referred to as \"" IQIYI \"", \"" Our Services \"" or \"" Our Products and/or Services \"").""
""We need to use your personal profile information (email, and telephone number), payment information, usage information, advertisement information, location information, and cookie information to maintain the security and reliability of Our Services, detect potential security technology risks, and prevent, monitor, and investigate into possible illegal activities."""
63_Day Counter. Count Up & Down,we,email address,"""Count Up & Down\"" mobile application (\""Mobile Application\"" or \""Service\"") and any of its related products and services (collectively, \""Services\""), and our practices for collecting, using, maintaining, protecting, and disclosing that Personal Information.""
""If, however, you wish to use some of the features offered in the Mobile Application, you may be asked to provide certain Personal Information (for example, your name and email address).""
""In order to make the Mobile Application and Services available to you, or to meet a legal obligation, we may need to collect and use certain Personal Information.""
""These circumstances include: the accuracy of your Personal Information is contested by you and we must verify its accuracy; the processing is unlawful, but you oppose the erasure of your Personal Information and request the restriction of its use instead; we no longer need your Personal Information for the purposes of processing, but you require it to establish, exercise or defend your legal claims; you have objected to processing pending the verification of whether our legitimate grounds override your legitimate grounds.""
""We will retain and use your Personal Information for the period necessary to enforce our Policy, resolve disputes, and unless a longer retention period is required or permitted by law up to a maximum of 60 months."""
63_Day Counter. Count Up & Down,we,geographical location,"""Count Up & Down\"" mobile application (\""Mobile Application\"" or \""Service\"") and any of its related products and services (collectively, \""Services\""), and our practices for collecting, using, maintaining, protecting, and disclosing that Personal Information.""
""This data may include information such as your device's IP address and location, device name and version, operating system type and version, language preferences, information you search for in the Mobile Application, access times and dates, and other statistics.""
""When you use the Mobile Application, our servers automatically record information that your device sends."""
63_Day Counter. Count Up & Down,we,person name,"""Count Up & Down\"" mobile application (\""Mobile Application\"" or \""Service\"") and any of its related products and services (collectively, \""Services\""), and our practices for collecting, using, maintaining, protecting, and disclosing that Personal Information.""
""If, however, you wish to use some of the features offered in the Mobile Application, you may be asked to provide certain Personal Information (for example, your name and email address).""
""In order to make the Mobile Application and Services available to you, or to meet a legal obligation, we may need to collect and use certain Personal Information.""
""These circumstances include: the accuracy of your Personal Information is contested by you and we must verify its accuracy; the processing is unlawful, but you oppose the erasure of your Personal Information and request the restriction of its use instead; we no longer need your Personal Information for the purposes of processing, but you require it to establish, exercise or defend your legal claims; you have objected to processing pending the verification of whether our legitimate grounds override your legitimate grounds.""
""We will retain and use your Personal Information for the period necessary to enforce our Policy, resolve disputes, and unless a longer retention period is required or permitted by law up to a maximum of 60 months."""
66_Toca Boca World,3rd-party,geographical location,"""Microsoft PlayFab collects geolocation at a country level."""
68_Bebi: Baby Games for 2-4y kids,we,email address,"""This information may include first name and last name, email address, and password.""
""We may collect data that a user gives us when downloading, installing, using our Apps."""
68_Bebi: Baby Games for 2-4y kids,we,person name,"""This information may include first name and last name, email address, and password.""
""We may collect data that a user gives us when downloading, installing, using our Apps."""
69_LogicLike: Kids learning games,we,android id,"""This Privacy Policy applies to all of our  games ,  applications ,  websites  and  related services , collectively referred here as our  Service including the apps on the links below :""
""We automatically collect certain information about your computing device, including:""
""We automatically collect certain information about your computing device, including: Technical device information (e.g. device model and name, operating system name and version, CPU information, screen size, firmware, software, mobile phone carrier, Internet service provider, API key identifier for application, Android ID, Android Serial No);""
""We automatically obtain certain information about your computing device, including:""
""We automatically obtain certain information about your computing device, including: Technical device information (e.g. device model and name, operating system name and version, screen size, mobile phone carrier, Internet service provider);"""
69_LogicLike: Kids learning games,we,email address,"""This Privacy Policy applies to all of our  games ,  applications ,  websites  and  related services , collectively referred here as our  Service including the apps on the links below :""
""We may collect the following categories of personal data relating to our existing or prospective customers', business partners', and vendors' employees, officers, authorized signatories, and other associated individuals: Business email address;"""
69_LogicLike: Kids learning games,we,geographical location,"""This Privacy Policy applies to all of our  games ,  applications ,  websites  and  related services , collectively referred here as our  Service including the apps on the links below :""
""We automatically collect certain information about your computing device, including:""
""We automatically collect certain information about your computing device, including: Language; Locale (specific location where a given language is spoken);""
""We automatically obtain certain information about your computing device, including:""
""We automatically obtain certain information about your computing device, including: Language; Locale (specific location where a given language is spoken);"""
69_LogicLike: Kids learning games,we,person name,"""This Privacy Policy applies to all of our  games ,  applications ,  websites  and  related services , collectively referred here as our  Service including the apps on the links below :""
""We may collect the following categories of personal data relating to our existing or prospective customers', business partners', and vendors' employees, officers, authorized signatories, and other associated individuals: Name;"""
69_LogicLike: Kids learning games,we,phone number,"""This Privacy Policy applies to all of our  games ,  applications ,  websites  and  related services , collectively referred here as our  Service including the apps on the links below :""
""We may collect the following categories of personal data relating to our existing or prospective customers', business partners', and vendors' employees, officers, authorized signatories, and other associated individuals: Business telephone number; and/or"""
69_LogicLike: Kids learning games,we,serial number,"""This Privacy Policy applies to all of our  games ,  applications ,  websites  and  related services , collectively referred here as our  Service including the apps on the links below :""
""We automatically collect certain information about your computing device, including:""
""We automatically collect certain information about your computing device, including: Technical device information (e.g. device model and name, operating system name and version, CPU information, screen size, firmware, software, mobile phone carrier, Internet service provider, API key identifier for application, Android ID, Android Serial No);""
""We automatically obtain certain information about your computing device, including:""
""We automatically obtain certain information about your computing device, including: Technical device information (e.g. device model and name, operating system name and version, screen size, mobile phone carrier, Internet service provider);"""
6_Peacock TV,we,email address,"""Except as expressly set forth in these Terms of Service, you will continue to own all rights in and to your User-Generated Content, except to the extent your User-Generated Content contains or is otherwise derived from materials, content, or elements owned by Peacock or any of our affiliated companies or partners (for example, characters or other elements created or owned by us).""
""TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, WE, OUR PARENT, EACH OF OUR AFFILIATES, AND ALL SUCH PARTIES' DIRECTORS, OFFICERS, EMPLOYEES, AGENTS, LICENSEES, AND LICENSORS (COLLECTIVELY, THE \"" PEACOCK PARTIES \"") DISCLAIM ANY AND ALL REPRESENTATIONS, WARRANTIES, AND CONDITIONS, STATUTORY OR OTHERWISE, INCLUDING THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, AND NONINFRINGEMENT, OR LIABILITY FOR FAILURE OF PERFORMANCE, ERROR, OMISSION, INTERRUPTION, DELETION, DEFECT, DELAYS IN OPERATION OR TRANSMISSION, COMMUNICATION-LINE FAILURE, OR NETWORK OR SYSTEM OUTAGE.""
""The \"" Peacock Service \"" means the personalized streaming service provided to you by Peacock TV LLC and its affiliated companies (including successors and assigns, \"" Peacock ,\"" \"" we ,\"" \"" us \"" or \"" our \""), including (i) all Peacock websites, applications, software, user interfaces, features, functionalities, recommendations and reviews, and (ii) all material, including images, videos, text, and audio associated with our service (\"" Content \"").""
""We have sole discretion to determine your eligibility for a Free Trial or a particular Promotion and may limit your opportunity to participate, and we may use information such as device ID, method of payment, or an account email address to determine your eligibility."""
70_Super Simple - Kids Songs,we,email address,"""If You decide to register through or otherwise grant us access to a Third-Party Social Media Service, We may collect Personal data that is already associated with Your Third-Party Social Media Service's account, such as Your name, Your email address, Your activities or Your contact list associated with that account.""
""Personally identifiable information may include, but is not limited to: Email address""
""While using Our Service, We may ask You to provide Us with certain personally identifiable information that can be used to contact or identify You."""
70_Super Simple - Kids Songs,we,person name,"""If You decide to register through or otherwise grant us access to a Third-Party Social Media Service, We may collect Personal data that is already associated with Your Third-Party Social Media Service's account, such as Your name, Your email address, Your activities or Your contact list associated with that account.""
""Personally identifiable information may include, but is not limited to: First name and last name""
""While using Our Service, We may ask You to provide Us with certain personally identifiable information that can be used to contact or identify You."""
71_TradingView: Track All Markets,3rd-party,email address,"""When you buy market data from ICE or other stock exchanges, we give them your contact details (name, phone number, address and email) and you sign the agreement."""
71_TradingView: Track All Markets,3rd-party,person name,"""When you buy market data from ICE or other stock exchanges, we give them your contact details (name, phone number, address and email) and you sign the agreement."""
71_TradingView: Track All Markets,3rd-party,phone number,"""When you buy market data from ICE or other stock exchanges, we give them your contact details (name, phone number, address and email) and you sign the agreement."""
71_TradingView: Track All Markets,we,advertising identifier,"""In brief: We are TradingView Inc. (\""TradingView,\"" \""we\"" or \""us\"").""
""This information may include your general device information, device identifiers (for example, Google Advertising ID, if you are using an Android device, or Advertising Identifier (IDFA), if you are using an iOS device), network information, website, and application interaction events.""
""We may use the following services for advertising, remarketing, and tracking purposes: Google Ad Manager and Google Ads -- they help us serve and measure the success of ads on our site.""
""We use this information to analyze and improve the work of our services and applications, and to develop, test, and improve our service further.""
""When you are using our Website, mobile and desktop applications, or widgets we provide to another site, we may collect analytics information automatically."""
71_TradingView: Track All Markets,we,email address,"""During registration you will be required to provide us with either: your username, email address;""
""In brief: We are TradingView Inc. (\""TradingView,\"" \""we\"" or \""us\"").""
""We may use the following services for advertising, remarketing, and tracking purposes: Google Ad Manager and Google Ads -- they help us serve and measure the success of ads on our site.""
""When you buy market data from ICE or other stock exchanges, we give them your contact details (name, phone number, address and email) and you sign the agreement."""
71_TradingView: Track All Markets,we,person name,"""During registration you will be required to provide us with either: if you want to buy a subscription, we will need your first name, last name and postal address.""
""In brief: We are TradingView Inc. (\""TradingView,\"" \""we\"" or \""us\"").""
""We may use the following services for advertising, remarketing, and tracking purposes: Google Ad Manager and Google Ads -- they help us serve and measure the success of ads on our site.""
""When you buy market data from ICE or other stock exchanges, we give them your contact details (name, phone number, address and email) and you sign the agreement."""
71_TradingView: Track All Markets,we,phone number,"""In brief: We are TradingView Inc. (\""TradingView,\"" \""we\"" or \""us\"").""
""We may use the following services for advertising, remarketing, and tracking purposes: Google Ad Manager and Google Ads -- they help us serve and measure the success of ads on our site.""
""When you buy market data from ICE or other stock exchanges, we give them your contact details (name, phone number, address and email) and you sign the agreement."""
"73_SimplyWise: Receipts, Expenses",we,email address,"""SimplyWise Privacy Policy\n\nCAN SPAM Act\n\nWe collect your email address in order to:""
""To the extent you provide it, when registering or seeking information on our site or app, we collect your name, mobile phone number and email address."""
"73_SimplyWise: Receipts, Expenses",we,geographical location,"""We collect precise geolocation information for users who enable the \""Mileage Tracking\"" plugin and also have location services turned on.""
""We use this geolocation data to provide you with drive data of trips you were on."""
"73_SimplyWise: Receipts, Expenses",we,person name,"""To the extent you provide it, when registering or seeking information on our site or app, we collect your name, mobile phone number and email address."""
"73_SimplyWise: Receipts, Expenses",we,phone number,"""To the extent you provide it, when registering or seeking information on our site or app, we collect your name, mobile phone number and email address.""
""We use that phone number to identify you, to provide you 2FA services, and to maintain logs for security and anti-fraud purposes."""
77_Pick Up Limes,we,email address,"""The email address related to your user account (App) or the one you provide (Website), is associated which each comment and reply you post so that we can communicate with you about any updates related to you posts.""
""We retain this data on our content server for as long as the recipe content is deemed relevant by us for public display."""
78_Meal Planner & Recipe Keeper,we,email address,"""When you register and sign in to a Recipe Keeper account we securely store the email address and password of your Recipe Keeper account and store a copy of your recipe, shopping list and meal planner data on our servers in order to sync the data to your other devices."""
80_Real Plans - Meal Planner,we,email address,""": We ask for certain information such as your username, real name, address, phone number and email address when you register for a Real Plans account, or if you correspond with us.""
""We use this information to operate, maintain, and provide to you the features and functionality of the Service."""
80_Real Plans - Meal Planner,we,geographical location,"""We use or may use cookies, log file, device identifiers, location data and clear gifs information to: (a) remember information so that you will not have to re-enter it during your visit or the next time you visit the site; (b) provide custom, personalized content and information; (c) to provide and monitor the effectiveness of our Service; (d) monitor aggregate metrics such as total number of visitors, traffic, and demographic patterns; (e) diagnose or fix technology problems; (f) help you efficiently access your information after you sign in; (g) to provide advertising to your browser or device, and (h) automatically update the Real Plans application on your mobile devices.""
""When you access the Service by or through a mobile device, we may access, collect, monitor and/or remotely store \""location data,\"" which may include GPS coordinates (e.g. latitude and/or longitude) or similar information regarding the location of your mobile device."""
80_Real Plans - Meal Planner,we,person name,""": We ask for certain information such as your username, real name, address, phone number and email address when you register for a Real Plans account, or if you correspond with us.""
""We use this information to operate, maintain, and provide to you the features and functionality of the Service."""
80_Real Plans - Meal Planner,we,phone number,""": We ask for certain information such as your username, real name, address, phone number and email address when you register for a Real Plans account, or if you correspond with us.""
""We use this information to operate, maintain, and provide to you the features and functionality of the Service."""
81_Fitbit,3rd-party,email address,"""In such cases, those companies may provide us with your name, email address, or similar information (like a telephone number or subscriber ID) so that we can invite you to participate or determine your eligibility for particular benefits, such as discounts or free services.""
""We may partner with third parties, such as employers and insurance companies that offer Fitbit Services to their employees and customers."""
81_Fitbit,3rd-party,person name,"""As a result, to ensure our users can still view their friends lists (including where your friends move their service to Google), Fitbit and Google will share with each other limited profile information about their Fitbit users, notably the user's name, photo and friends list (\""Joint Processing\"").""
""As a result, to ensure our users can still view their friends lists (including where your friends move their service to Google), Fitbit and Google will share with each other limited profile information about their Fitbit users, notably the user's name, photo, and friends list.""
""In such cases, those companies may provide us with your name, email address, or similar information (like a telephone number or subscriber ID) so that we can invite you to participate or determine your eligibility for particular benefits, such as discounts or free services.""
""We may partner with third parties, such as employers and insurance companies that offer Fitbit Services to their employees and customers."""
81_Fitbit,3rd-party,phone number,"""In such cases, those companies may provide us with your name, email address, or similar information (like a telephone number or subscriber ID) so that we can invite you to participate or determine your eligibility for particular benefits, such as discounts or free services.""
""We may partner with third parties, such as employers and insurance companies that offer Fitbit Services to their employees and customers."""
81_Fitbit,we,email address,"""For example, if you connect to Facebook or Google, we may receive information like your name, profile picture, age range, language, email address, and friend list.""
""In such cases, those companies may provide us with your name, email address, or similar information (like a telephone number or subscriber ID) so that we can invite you to participate or determine your eligibility for particular benefits, such as discounts or free services."""
81_Fitbit,we,geographical location,"""Fitbit Privacy Policy\n\nINFORMATION WE COLLECT""
""WE COLLECT\n\nGEOLOCATION INFORMATION""
""When you allow us to collect precise location information, we use that information to provide and improve features of the Services such as recording where a workout took place or mapping an activity."""
81_Fitbit,we,person name,"""For example, if you connect to Facebook or Google, we may receive information like your name, profile picture, age range, language, email address, and friend list.""
""In such cases, those companies may provide us with your name, email address, or similar information (like a telephone number or subscriber ID) so that we can invite you to participate or determine your eligibility for particular benefits, such as discounts or free services."""
81_Fitbit,we,phone number,"""In such cases, those companies may provide us with your name, email address, or similar information (like a telephone number or subscriber ID) so that we can invite you to participate or determine your eligibility for particular benefits, such as discounts or free services."""
81_Fitbit,we,router ssid,"""Fitbit Privacy Policy\n\nINFORMATION WE COLLECT""
""Geolocation data , including GPS signals, device sensors, WiFi access points, and cell tower IDs, if you have granted us access to that information.""
""The Services include features that use precise geolocation data, including GPS signals, device sensors, WiFi access points, and cell tower IDs.""
""WE COLLECT\n\nGEOLOCATION INFORMATION""
""When you allow us to collect precise location information, we use that information to provide and improve features of the Services such as recording where a workout took place or mapping an activity."""
82_Headspace: Meditation & Sleep,3rd-party,email address,"""As mentioned above, if you are a resident of California, Headspace \""sells\"" and \""shares\"" personal information under the CCPA's broader definition of \""sale\"" or \""share.\""""
""For individuals who participate in special subscriptions and features, including group plans, we may collect additional personal information, for example, home address and names and emails of household members for example, the names and emails of household members.""
""For that purpose, we may disclose limited personal information to third parties for our cross-context behavioral and targeted advertising purposes and this activity may fall under broader concepts of \""selling\"" and/or \""sharing\"" under the CCPA.""
""If Headspace, including any of our subsidiaries, brands, or affiliates, is involved in a merger, acquisition, asset sale, or other corporate combination, your personal information may be transferred to the acquiring or surviving entity.""
""In limited cases, we may provide certain personal information to third party businesses with which we have a joint promotional relationship, bundled subscription offer, or other trusted partnership.""
""In limited cases, we may provide certain personal information to your Benefit Sponsor, including your name, email address, your registration date, and the date on which you last used our Platform.""
""In some circumstances we may need to disclose your personal information to a third party so that they can provide a service on our behalf, such as to help deliver Products or Services that you have requested.""
""Our service providers have access to your personal information only to perform these tasks on our behalf, based on our instructions and are contractually obligated to maintain the confidentiality and security of your personal information, and to not disclose or use your personal information for any other purpose inconsistent with this Privacy Policy and applicable law.""
""Please note that Headspace is a US based company and your personal information will be stored within the US.""
""We may disclose your personal information with the following categories of third parties: Affiliates and business transfer.""
""We may disclose your personal information with the following categories of third parties: Community Activity.""
""We may disclose your personal information with the following categories of third parties: Our service providers.""
""We may disclose your personal information with the following categories of third parties: Third party advertising platforms.""
""We may disclose your personal information with the following categories of third parties: Your Benefit Sponsor.""
""We may disclose your personal information with the following categories of third parties: Your integrations.""
""We may share your personal information with certain third-party service providers to help make our Platform function.""
""You may connect your account through supported integrations with third parties and we will share your personal information with those third parties."""
82_Headspace: Meditation & Sleep,3rd-party,person name,"""As mentioned above, if you are a resident of California, Headspace \""sells\"" and \""shares\"" personal information under the CCPA's broader definition of \""sale\"" or \""share.\""""
""For individuals who participate in special subscriptions and features, including group plans, we may collect additional personal information, for example, home address and names and emails of household members for example, the names and emails of household members.""
""For that purpose, we may disclose limited personal information to third parties for our cross-context behavioral and targeted advertising purposes and this activity may fall under broader concepts of \""selling\"" and/or \""sharing\"" under the CCPA.""
""If Headspace, including any of our subsidiaries, brands, or affiliates, is involved in a merger, acquisition, asset sale, or other corporate combination, your personal information may be transferred to the acquiring or surviving entity.""
""In limited cases, we may provide certain personal information to third party businesses with which we have a joint promotional relationship, bundled subscription offer, or other trusted partnership.""
""In limited cases, we may provide certain personal information to your Benefit Sponsor, including your name, email address, your registration date, and the date on which you last used our Platform.""
""In some circumstances we may need to disclose your personal information to a third party so that they can provide a service on our behalf, such as to help deliver Products or Services that you have requested.""
""Our service providers have access to your personal information only to perform these tasks on our behalf, based on our instructions and are contractually obligated to maintain the confidentiality and security of your personal information, and to not disclose or use your personal information for any other purpose inconsistent with this Privacy Policy and applicable law.""
""Please note that Headspace is a US based company and your personal information will be stored within the US.""
""We may disclose your personal information with the following categories of third parties: Affiliates and business transfer.""
""We may disclose your personal information with the following categories of third parties: Community Activity.""
""We may disclose your personal information with the following categories of third parties: Our service providers.""
""We may disclose your personal information with the following categories of third parties: Third party advertising platforms.""
""We may disclose your personal information with the following categories of third parties: Your Benefit Sponsor.""
""We may disclose your personal information with the following categories of third parties: Your integrations.""
""We may share your personal information with certain third-party service providers to help make our Platform function.""
""You may connect your account through supported integrations with third parties and we will share your personal information with those third parties."""
82_Headspace: Meditation & Sleep,we,email address,"""As part of our company values, especially putting members first, we at Headspace are committed to protecting and respecting your privacy in connection with your use of our content and products via our websites, including www.headspace.com (\"" Websites \""), our applications, including the Headspace mobile app (\"" Apps \""), or other delivery methods (Websites, Apps, and other delivery methods are collectively referred to as our \"" Products \"").""
""Generally, we restrict this sharing to not include specific details of your in-app activity or any details about your use of Services, like therapy.""
""Headspace may deliver coaching services, psychotherapy services (i.e. therapy), and psychiatry services (collectively the \"" Services \"") using the Products or via other delivery methods, as applicable.""
""This may include the following: If you receive access to Headspace through your employer, health plan, or another party that sponsors your access (your \"" Benefit Sponsor \""), we collect your name and email address and other information that your Benefit Sponsor submits to us to facilitate your enrollment in our Products and Services.""
""This may include the following: We may collect the name, email address, content engagement, and preferences of individuals that our users identify through our sharing and referral features.""
""We may share your personal information with any member of our business group, which includes our subsidiaries and our affiliates including Ginger Medical and its medical professional corporation affiliates for any of the purposes described in this Privacy Policy.""
""We use this data for the sole purpose of sharing content and referring individuals to join the Products.""
""When you send or respond to emails, messages, chats, or other communications from Headspace, we may collect your email address, name, and any other personal information you choose to include in the body content of your communications."""
82_Headspace: Meditation & Sleep,we,geographical location,"""As part of our company values, especially putting members first, we at Headspace are committed to protecting and respecting your privacy in connection with your use of our content and products via our websites, including www.headspace.com (\"" Websites \""), our applications, including the Headspace mobile app (\"" Apps \""), or other delivery methods (Websites, Apps, and other delivery methods are collectively referred to as our \"" Products \"").""
""Generally, we restrict this sharing to not include specific details of your in-app activity or any details about your use of Services, like therapy.""
""Headspace may deliver coaching services, psychotherapy services (i.e. therapy), and psychiatry services (collectively the \"" Services \"") using the Products or via other delivery methods, as applicable.""
""Our Products and Websites may collect information from you automatically during your use which may include: Usage data , such as time spent on the Products and Websites including pages visited, links clicked, approximate location, language preferences, performance of features, patterns of use, and the pages that led or referred you to our Products and Websites.""
""We may share your personal information with any member of our business group, which includes our subsidiaries and our affiliates including Ginger Medical and its medical professional corporation affiliates for any of the purposes described in this Privacy Policy."""
82_Headspace: Meditation & Sleep,we,person name,"""As part of our company values, especially putting members first, we at Headspace are committed to protecting and respecting your privacy in connection with your use of our content and products via our websites, including www.headspace.com (\"" Websites \""), our applications, including the Headspace mobile app (\"" Apps \""), or other delivery methods (Websites, Apps, and other delivery methods are collectively referred to as our \"" Products \"").""
""Generally, we restrict this sharing to not include specific details of your in-app activity or any details about your use of Services, like therapy.""
""Headspace may deliver coaching services, psychotherapy services (i.e. therapy), and psychiatry services (collectively the \"" Services \"") using the Products or via other delivery methods, as applicable.""
""This may include the following: If you receive access to Headspace through your employer, health plan, or another party that sponsors your access (your \"" Benefit Sponsor \""), we collect your name and email address and other information that your Benefit Sponsor submits to us to facilitate your enrollment in our Products and Services.""
""This may include the following: We may collect the name, email address, content engagement, and preferences of individuals that our users identify through our sharing and referral features.""
""We may share your personal information with any member of our business group, which includes our subsidiaries and our affiliates including Ginger Medical and its medical professional corporation affiliates for any of the purposes described in this Privacy Policy.""
""We use this data for the sole purpose of sharing content and referring individuals to join the Products.""
""When you send or respond to emails, messages, chats, or other communications from Headspace, we may collect your email address, name, and any other personal information you choose to include in the body content of your communications."""
82_Headspace: Meditation & Sleep,we,phone number,"""As part of our company values, especially putting members first, we at Headspace are committed to protecting and respecting your privacy in connection with your use of our content and products via our websites, including www.headspace.com (\"" Websites \""), our applications, including the Headspace mobile app (\"" Apps \""), or other delivery methods (Websites, Apps, and other delivery methods are collectively referred to as our \"" Products \"").""
""Generally, we restrict this sharing to not include specific details of your in-app activity or any details about your use of Services, like therapy.""
""Headspace may deliver coaching services, psychotherapy services (i.e. therapy), and psychiatry services (collectively the \"" Services \"") using the Products or via other delivery methods, as applicable.""
""If you decide to set up an account with us, we may ask you to provide certain additional contact information including, for example, your first and last name, email address (personal and/or work), telephone number, mailing address, employer or company name, job title, student identification number, emergency contact information, as well as password and other authentication-related information.""
""We may share your personal information with any member of our business group, which includes our subsidiaries and our affiliates including Ginger Medical and its medical professional corporation affiliates for any of the purposes described in this Privacy Policy.""
""When you use our Platform, we may ask you to provide certain contact information, including your first and last name and email address."""
83_Geocaching®,3rd-party,advertising identifier,"""Our use of Firebase requires us to share certain information with Google for purposes of providing the Firebase services above.""
""This information includes installation IDs and UUIDs, mobile ad IDs, Apple and Android IDs , analytics app instance IDs , mobile ad IDs , IP addresses, device specifications, and crash data, including crash traces and breakpad minidump formatted data."""
83_Geocaching®,3rd-party,android id,"""Our use of Firebase requires us to share certain information with Google for purposes of providing the Firebase services above.""
""This information includes installation IDs and UUIDs, mobile ad IDs, Apple and Android IDs , analytics app instance IDs , mobile ad IDs , IP addresses, device specifications, and crash data, including crash traces and breakpad minidump formatted data."""
83_Geocaching®,3rd-party,geographical location,"""Hotjar uses cookies and other technologies to collect information on our users' behavior and their devices (in particular IP address, device screen size, device type, unique device identifiers, browser information, geographic location (country only), preferred language used to display our website)."""
83_Geocaching®,we,advertising identifier,"""Our use of Firebase requires us to share certain information with Google for purposes of providing the Firebase services above.""
""This information includes installation IDs and UUIDs, mobile ad IDs, Apple and Android IDs , analytics app instance IDs , mobile ad IDs , IP addresses, device specifications, and crash data, including crash traces and breakpad minidump formatted data."""
83_Geocaching®,we,android id,"""Our use of Firebase requires us to share certain information with Google for purposes of providing the Firebase services above.""
""This information includes installation IDs and UUIDs, mobile ad IDs, Apple and Android IDs , analytics app instance IDs , mobile ad IDs , IP addresses, device specifications, and crash data, including crash traces and breakpad minidump formatted data."""
84_Waking Up: Beyond Meditation,3rd-party,advertising identifier,"""This information may include unique browser identifiers, IP address, browser and operating system information, device identifiers (such as advertising identifiers), other device information, Internet connection information, as well as details about your interactions with the relevant website, email or other online property (for example, the URL of the third-party website from which you came, the pages on our website that you visit, and the links you click on in a website).""
""Through our online properties, we and third parties may collect information from your computer or other device by automated means such as cookies, web beacons, local storage, JavaScript, mobile-device functionality and other computer code."""
84_Waking Up: Beyond Meditation,3rd-party,email address,"""This information may include unique browser identifiers, IP address, browser and operating system information, device identifiers (such as advertising identifiers), other device information, Internet connection information, as well as details about your interactions with the relevant website, email or other online property (for example, the URL of the third-party website from which you came, the pages on our website that you visit, and the links you click on in a website).""
""Through our online properties, we and third parties may collect information from your computer or other device by automated means such as cookies, web beacons, local storage, JavaScript, mobile-device functionality and other computer code."""
84_Waking Up: Beyond Meditation,we,advertising identifier,"""This information may include unique browser identifiers, IP address, browser and operating system information, device identifiers (such as advertising identifiers), other device information, Internet connection information, as well as details about your interactions with the relevant website, email or other online property (for example, the URL of the third-party website from which you came, the pages on our website that you visit, and the links you click on in a website).""
""Through our online properties, we and third parties may collect information from your computer or other device by automated means such as cookies, web beacons, local storage, JavaScript, mobile-device functionality and other computer code."""
